# ATOM = HeII, log(nuLnu) = 46.0  [erg/s] at 1 Ryd, log(N_H) = 20.5 [1/cm2], metallicity = 0.1 Z_sun, WO line transfer
 # (1) radius [kpc] (2) emissivity [erg/s/cm3/sr] (3) number_density [1/cm3]
1.029948825199024	1.1269e-32	1.3197959999999998e-13
1.0555704262613712	1.1274e-32	1.388356e-13
1.0975871297490176	1.1275e-32	1.5e-13
1.1414899667831202	1.1283e-32	1.6234460000000002e-13
1.1832862972790843	1.1296e-32	1.744288e-13
1.2213362869164506	1.1304e-32	1.860138e-13
1.2642053153572208	1.1316e-32	1.9949280000000002e-13
1.312457278197758	1.1332e-32	2.1510000000000004e-13
1.3584212508599474	1.1348e-32	2.306808e-13
1.407969525416262	1.1364e-32	2.4803999999999997e-13
1.4617081275938286	1.1387e-32	2.66896e-13
1.5115545538447723	1.1408e-32	2.8560000000000007e-13
1.5659769604524116	1.1432e-32	3.0901000000000006e-13
1.6258957287349485	1.1464e-32	3.325e-13
1.6813098138051576	1.1492e-32	3.558e-13
1.7415688639130862	1.1525e-32	3.83778e-13
1.808977073133529	1.1568e-32	4.1405e-13
1.8714852240683317	1.1607e-32	4.4424400000000007e-13
1.9297609172511203	1.1645e-32	4.7436e-13
1.9967283804881988	1.1696e-32	5.091120000000001e-13
2.0752719073471724	1.1752e-32	5.52955e-13
2.1451042194761194	1.1817e-32	5.922e-13
2.199121528672578	1.1863e-32	6.24568e-13
2.2563245239105605	1.1909e-32	6.612900000000001e-13
2.3306906862654406	1.1964e-32	7.06982e-13
2.409175879097204	1.2059e-32	7.59525e-13
2.476007229604126	1.2132e-32	8.079099999999999e-13
2.5458849126431256	1.2204e-32	8.578080000000001e-13
2.624619645480176	1.2301e-32	9.16838e-13
2.6991510875788176	1.239e-32	9.760800000000002e-13
2.780322886441531	1.2492e-32	1.04168e-12
2.867438274521085	1.2611e-32	1.116312e-12
2.9443290039424417	1.2713e-32	1.186569e-12
3.0104603461228434	1.2815e-32	1.2474000000000001e-12
3.0805551613742357	1.2914e-32	1.31442e-12
3.1716729118762537	1.3028e-32	1.4036100000000001e-12
3.2639184535709975	1.3214e-32	1.5028920000000002e-12
3.3344702187022013	1.3341e-32	1.5812550000000002e-12
3.4030451084668445	1.3459e-32	1.658684e-12
3.49213413113367	1.3621e-32	1.7632769999999998e-12
3.585500982462562	1.3809e-32	1.881192e-12
3.662566713965549	1.397e-32	1.9813200000000003e-12
3.7250165308731416	1.4104e-32	2.065239e-12
3.790253417969657	1.4246e-32	2.155752e-12
3.8750322041815215	1.4427e-32	2.2690000000000005e-12
3.961561011209686	1.4637e-32	2.40196e-12
4.030913688003795	1.481e-32	2.51193e-12
4.101692307685261	1.4982e-32	2.62044e-12
4.193698031712586	1.5212e-32	2.77365e-12
4.285574124568334	1.5471e-32	2.94881e-12
4.356417559835588	1.5676e-32	3.07976e-12
4.427682296410469	1.5876e-32	3.2103500000000004e-12
4.520303768502789	1.6145e-32	3.4048e-12
4.608161295039626	1.6432e-32	3.5792e-12
4.66937961581723	1.6637e-32	3.7101000000000005e-12
4.728556245642484	1.6827e-32	3.83904e-12
4.805492345973893	1.708e-32	4.0104e-12
4.888034994476041	1.7374e-32	4.20336e-12
4.959915479115917	1.7641e-32	4.3975799999999995e-12
5.023726423325076	1.788e-32	4.548950000000001e-12
5.094958752107064	1.8145e-32	4.7401e-12
5.1752652628994955	1.8463e-32	4.95264e-12
5.25041893462171	1.8773e-32	5.16672e-12
5.314780811310075	1.9047e-32	5.36058e-12
5.381864942601574	1.9327e-32	5.57106e-12
5.457018614323789	1.966e-32	5.805360000000001e-12
5.526954631389998	1.998e-32	6.039000000000001e-12
5.591186876906785	2.0279e-32	6.250050000000001e-12
5.6637803329903385	2.0614e-32	6.482400000000001e-12
5.744799815226449	2.1012e-32	6.7766e-12
5.817004377795269	2.1383e-32	7.05432e-12
5.879162524566811	2.1729e-32	7.306350000000001e-12
5.947964268881716	2.2057e-32	7.557659999999999e-12
6.0374421850632745	2.2525e-32	7.909720000000002e-12
6.127665480481405	2.3038e-32	8.3111e-12
6.19844410016287	2.3453e-32	8.62466e-12
6.2596300131475795	2.3812e-32	8.89404e-12
6.328820650977217	2.4208e-32	9.205860000000001e-12
6.418752276259298	2.4736e-32	9.641790000000001e-12
6.510595961322151	2.5321e-32	1.009757e-11
